WELL	DEPTH	GR	SP	RD	RM	RXO	LAYER	FACES
TZ12	4253.0701	70.809	-49.296	12.87	14.727	6.717	Ps12	»ìºÏÆº
TZ12	4253.1951	73.793	-49.034	11.509	13.221	11.232	Ps12	»ìºÏÆº
TZ12	4253.3201	78.257	-48.675	10.309	11.903	11.196	Ps12	»ìºÏÆº
TZ12	4253.4451	80.864	-48.55	9.445	10.934	13.056	Ps12	»ìºÏÆº
TZ12	4253.5701	79.697	-49.881	10.373	11.782	12.198	Ps12	»ìºÏÆº
TZ12	4253.6951	76.383	-50.322	11.992	13.426	17.779	Ps12	»ìºÏÆº
TZ12	4253.8201	70.994	-50.239	12.894	14.457	25.749	Ps12	»ìºÏÆº
TZ12	4253.9451	65.971	-50.185	12.314	13.999	14.601	Ps12	»ìºÏÆº
TZ12	4254.0701	67.828	-50.033	10.76	12.311	12.223	Ps12	»ìºÏÆº
TZ12	4254.1951	74.89	-50.622	9.142	10.465	4.317	Ps12	»ìºÏÆº
TZ12	4254.3201	75.435	-51.011	7.689	8.913	2.888	Ps12	»ìºÏÆº
TZ12	4254.4451	74.554	-51.286	6.648	7.844	8.088	Ps12	»ìºÏÆº
TZ12	4254.5701	72.688	-51.596	5.97	7.128	8.725	Ps12	»ìºÏÆº
TZ12	4254.6951	69.473	-51.958	5.448	6.51	6.294	Ps12	»ìºÏÆº
TZ12	4254.8201	74.23	-51.626	4.975	6.005	7.73	Ps12	»ìºÏÆº
TZ12	4254.9451	73.58	-51.849	4.763	5.775	5.339	Ps12	»ìºÏÆº
TZ12	4255.0701	76.428	-51.743	4.592	5.57	5.154	Ps12	»ìºÏÆº
TZ12	4255.1951	81.431	-51.234	4.538	5.486	5.592	Ps12	»ìºÏÆº
TZ12	4255.3201	86.317	-50.618	4.723	5.692	1.66	Ps12	»ìºÏÆº
TZ12	4255.4451	89.597	-50.454	5.263	6.362	1.918	Ps12	»ìºÏÆº
TZ12	4255.5701	84.416	-49.968	6.03	7.335	4.523	Ps12	»ìºÏÆº
TZ12	4255.6951	77.252	-49.563	6.751	8.193	6.779	Ps12	»ìºÏÆº
TZ12	4255.8201	71.404	-48.71	7.347	8.877	11.783	Ps12	»ìºÏÆº
TZ12	4255.9451	69.78	-47.673	7.412	8.895	9.482	Ps12	»ìºÏÆº
TZ12	4256.0701	74.8	-46.98	6.687	7.952	6.983	Ps12	»ìºÏÆº
TZ12	4256.1951	88.648	-46.852	5.82	6.98	7.021	Ps12	»ìºÏÆº
TZ12	4256.3201	105.874	-46.341	5.493	6.434	1.364	Ps12	»ìºÏÆº
TZ12	4256.4451	120.384	-45.474	5.385	6.281	0.93	Ps12	»ìºÏÆº
TZ12	4256.5701	128.082	-44.905	5.4	6.31	1.96	Ps12	»ìºÏÆº
TZ12	4256.6951	126.119	-44.799	5.785	6.748	0.764	Ps12	»ìºÏÆº
TZ12	4256.8201	113.441	-44.837	7.062	8.228	3.812	Ps12	»ìºÏÆº
TZ12	4256.9451	93.658	-46.372	9.22	10.574	2.258	Ps12	»ìºÏÆº
TZ12	4257.0701	75.898	-46.432	12.533	13.663	43.608	Ps12	»ìºÏÆº
TZ12	4257.1951	65.88	-46.454	13.352	14.028	27.084	Ps12	»ìºÏÆº
TZ12	4257.3201	63.259	-46.174	11.932	12.332	18.981	Ps12	»ìºÏÆº
TZ12	4257.4451	65.141	-45.343	9.752	10.271	14.066	Ps12	»ìºÏÆº
TZ12	4257.5701	68.011	-45.164	7.881	8.456	8.705	Ps12	»ìºÏÆº
TZ12	4257.6951	70.4	-45.378	6.773	7.224	11.47	Ps12	»ìºÏÆº
TZ12	4257.8201	77.494	-45.723	6.022	6.385	11.925	Ps12	»ìºÏÆº
TZ12	4257.9451	83.161	-46.348	5.603	5.925	8.317	Ps12	»ìºÏÆº
TZ12	4258.0701	86.63	-47.124	5.324	5.655	8.114	Ps12	»ìºÏÆº
TZ12	4258.1951	90.534	-47.78	4.913	5.299	7.406	Ps12	»ìºÏÆº
TZ12	4258.3201	82.754	-48.881	4.615	5.03	7.417	Ps12	»ìºÏÆº
TZ12	4258.4451	80.979	-49.651	4.479	4.916	8.691	Ps12	»ìºÏÆº
TZ12	4258.5701	80.592	-50.204	4.387	4.854	6.944	Ps12	»ìºÏÆº
TZ12	4258.6951	82.18	-50.589	4.309	4.784	7.464	Ps12	»ìºÏÆº
TZ12	4258.8201	84.888	-50.876	4.272	4.724	6.857	Ps12	»ìºÏÆº
TZ12	4258.9451	82.834	-51.184	4.381	4.828	6.996	Ps12	»ìºÏÆº
TZ12	4259.0701	79.024	-51.846	4.43	4.866	6.753	Ps12	»ìºÏÆº
TZ12	4259.1951	79.868	-52.65	4.331	4.711	7.543	Ps12	»ìºÏÆº
TZ12	4259.3201	87.094	-53.327	4.179	4.537	8.006	Ps12	»ìºÏÆº
TZ12	4259.4451	95.261	-54.119	4.198	4.565	6.235	Ps12	»ìºÏÆº
TZ12	4259.5701	95.816	-55.404	4.549	4.916	1.188	Ps12	»ìºÏÆº
TZ12	4259.6951	86.834	-56.506	4.655	5.032	1.002	Ps12	»ìºÏÆº
TZ12	4259.8201	72.353	-57.676	4.693	5.069	5.914	Ps12	»ìºÏÆº
TZ12	4259.9451	62.862	-58.562	5.044	5.47	10.971	Ps12	»ìºÏÆº
TZ12	4260.0701	58.503	-58.969	5.305	5.856	5.863	Ps12	»ìºÏÆº
TZ12	4260.1951	57.398	-58.951	5.164	5.852	5.627	Ps12	»ìºÏÆº
TZ12	4260.3201	57.635	-58.877	4.707	5.368	6.662	Ps12	»ìºÏÆº
TZ12	4260.4451	58.278	-59.03	4.892	5.576	5.942	Ps12	»ìºÏÆº
TZ12	4260.5701	60.199	-58.839	5.125	5.828	5.863	Ps12	»ìºÏÆº
TZ12	4260.6951	61.319	-58.822	5.253	5.983	7.202	Ps12	»ìºÏÆº
TZ12	4260.8201	61.573	-58.754	5.341	6.106	8.382	Ps12	»ìºÏÆº
TZ12	4260.9451	61.428	-58.196	5.557	6.368	7.394	Ps12	»ìºÏÆº
TZ12	4261.0701	59.1	-57.35	6.028	6.96	7.213	Ps12	»ìºÏÆº
TZ12	4261.1951	59.501	-56.764	6.635	7.599	12.182	Ps12	»ìºÏÆº
TZ12	4261.3201	62.957	-56.557	7.179	8.142	20.854	Ps12	»ìºÏÆº
TZ12	4261.4451	69.782	-56.076	8.165	9.186	3.757	Ps12	»ìºÏÆº
TZ12	4261.5701	77.138	-55.342	9.462	10.639	1.648	Ps12	»ìºÏÆº
TZ12	4261.6951	79.166	-55.22	10.19	11.58	0.943	Ps12	»ìºÏÆº
TZ12	4261.8201	77.165	-55.243	11.478	12.787	10.305	Ps12	»ìºÏÆº
TZ12	4261.9451	74.414	-54.259	12.646	14.445	11.777	Ps12	»ìºÏÆº
TZ12	4262.0701	74.894	-53.41	10.626	12.424	14.536	Ps12	»ìºÏÆº
TZ12	4262.1951	79.164	-53.002	7.569	8.948	13.953	Ps12	»ìºÏÆº
TZ12	4262.3201	85.126	-52.959	6.304	7.297	10.614	Ps12	»ìºÏÆº
TZ12	4262.4451	87.022	-53.087	5.553	6.425	0.604	Ps12	»ìºÏÆº
TZ12	4262.5701	88.231	-53.359	5.077	5.956	0.661	Ps12	»ìºÏÆº
TZ12	4262.6951	84.549	-52.898	5.411	6.33	5.399	Ps12	»ìºÏÆº
TZ12	4262.8201	84.907	-52.57	6.563	7.62	6.982	Ps12	»ìºÏÆº
TZ12	4262.9451	89.295	-52.573	8.135	9.421	9.612	Ps12	»ìºÏÆº
TZ12	4263.0701	89.658	-52.34	9.47	10.994	12.217	Ps12	»ìºÏÆº
TZ12	4263.1951	92.835	-51.393	10.44	12.227	22.837	Ps12	»ìºÏÆº
TZ12	4263.3201	95.281	-51.01	10.653	12.425	19.197	Ps12	»ìºÏÆº
TZ12	4263.4451	101.136	-50.744	10.477	12.141	14.198	Ps12	»ìºÏÆº
TZ12	4263.5701	107.372	-50.404	9.606	11.086	11.849	Ps12	»ìºÏÆº
TZ12	4263.6951	109.835	-49.962	8.176	9.455	11.895	Ps12	»ìºÏÆº
TZ12	4263.8201	106.706	-49.604	7.698	9.001	11.585	Ps12	»ìºÏÆº
TZ12	4263.9451	102.396	-49.669	7.152	8.439	11.19	Ps12	»ìºÏÆº
TZ12	4264.0701	104.364	-49.725	6.741	7.978	15.328	Ps12	»ìºÏÆº
TZ12	4264.1951	106.688	-49.407	6.575	7.79	8.518	Ps12	»ìºÏÆº
TZ12	4264.3201	107.282	-48.831	6.602	7.826	11.493	Ps12	»ìºÏÆº
TZ12	4264.4451	107.246	-48.423	6.714	7.94	11.754	Ps12	³±Ï«Í¨µÀ
TZ12	4264.5701	105.922	-48.269	7.212	8.479	9.302	Ps12	³±Ï«Í¨µÀ
TZ12	4264.6951	108.755	-48.228	7.894	9.208	9.541	Ps12	³±Ï«Í¨µÀ
TZ12	4264.8201	107.64	-48.354	8.832	10.222	9.413	Ps12	³±Ï«Í¨µÀ
TZ12	4264.9451	102.804	-48.649	9.745	11.261	10.006	Ps12	³±Ï«Í¨µÀ
TZ12	4265.0701	94.825	-49.132	10.142	11.785	10.129	Ps12	³±Ï«Í¨µÀ
TZ12	4265.1951	81.82	-49.876	9.36	10.977	16.473	Ps12	³±Ï«Í¨µÀ
TZ12	4265.3201	76.784	-50.72	8.733	10.255	15.675	Ps12	³±Ï«Í¨µÀ
TZ12	4265.4451	71.007	-51.006	8.416	9.951	9.228	Ps12	³±Ï«Í¨µÀ
TZ12	4265.5701	68.463	-50.918	7.773	9.28	8.564	Ps12	³±Ï«Í¨µÀ
TZ12	4265.6951	69.616	-50.68	6.974	8.42	8.443	Ps12	³±Ï«Í¨µÀ
TZ12	4265.8201	71.932	-50.468	6.597	8.034	6.816	Ps12	³±Ï«Í¨µÀ
TZ12	4265.9451	68.864	-50.211	6.909	8.408	8.267	Ps12	³±Ï«Í¨µÀ
TZ12	4266.0701	69.813	-49.607	6.734	8.346	9.718	Ps12	³±Ï«Í¨µÀ
TZ12	4266.1951	70.401	-48.37	6.051	7.513	8.653	Ps12	³±Ï«Í¨µÀ
TZ12	4266.3201	76.136	-47.288	5.414	6.692	0.96	Ps12	³±Ï«Í¨µÀ
TZ12	4266.4451	85.921	-46.793	5.145	6.337	0.542	Ps12	³±Ï«Í¨µÀ
TZ12	4266.5701	88.534	-46.588	5.072	6.157	1.483	Ps12	³±Ï«Í¨µÀ
TZ12	4266.6951	87.498	-46.383	4.163	4.988	7.299	Ps12	³±Ï«Í¨µÀ
TZ12	4266.8201	81.228	-46.054	3.98	4.752	0.494	Ps12	³±Ï«Í¨µÀ
TZ12	4266.9451	78.574	-45.831	4.185	4.976	0.287	Ps12	³±Ï«Í¨µÀ
TZ12	4267.0701	77.109	-46.025	4.525	5.334	0.442	Ps12	³±Ï«Í¨µÀ
TZ12	4267.1951	72.431	-46.881	4.868	5.645	12.7	Ps12	³±Ï«Í¨µÀ
TZ12	4267.3201	71.15	-48.366	5.378	6.021	24.486	Ps12	³±Ï«Í¨µÀ
TZ12	4267.4451	69.745	-49.236	7.981	8.226	7.159	Ps12	³±Ï«Í¨µÀ
TZ12	4267.5701	78.363	-51.749	8.872	9.188	4.239	Ps12	³±Ï«Í¨µÀ
TZ12	4267.6951	85.845	-53.49	7.845	8.251	8.138	Ps12	³±Ï«Í¨µÀ
TZ12	4267.8201	85.462	-54.106	5.931	6.278	9.197	Ps12	³±Ï«Í¨µÀ
TZ12	4267.9451	78.189	-55.732	4.871	5.266	6.389	Ps12	³±Ï«Í¨µÀ
TZ12	4268.0701	65.747	-57.116	4.371	4.816	5.194	Ps12	³±Ï«Í¨µÀ
TZ12	4268.1951	60.825	-58.05	3.992	4.458	8.646	Ps12	³±Ï«Í¨µÀ
TZ12	4268.3201	61.46	-58.517	3.672	4.137	5.819	Ps12	³±Ï«Í¨µÀ
TZ12	4268.4451	64.658	-58.727	3.441	3.891	4.69	Ps12	³±Ï«Í¨µÀ
TZ12	4268.5701	67.733	-58.656	3.384	3.826	4.556	Ps12	³±Ï«Í¨µÀ
TZ12	4268.6951	70.097	-57.425	3.668	4.146	3.91	Ps12	³±Ï«Í¨µÀ
TZ12	4268.8201	75.741	-56.237	4.243	4.715	5.254	Ps12	³±Ï«Í¨µÀ
TZ12	4268.9451	80.707	-51.55	4.842	5.237	5.905	Ps12	³±Ï«Í¨µÀ
TZ12	4269.0701	88.217	-51.58	5.469	5.759	11.798	Ps11	³±Ï«Í¨µÀ
TZ12	4269.1951	95.93	-55.268	5.847	6.09	9.618	Ps11	³±Ï«Í¨µÀ
TZ12	4269.3201	97.745	-54.656	5.563	5.89	8.556	Ps11	»ìºÏÆº
TZ12	4269.4451	96.915	-54.656	4.945	5.254	8.697	Ps11	»ìºÏÆº
TZ12	4269.5701	91.288	-54.568	4.574	4.847	7.565	Ps11	»ìºÏÆº
TZ12	4269.6951	87.746	-54.598	4.347	4.607	8.053	Ps11	»ìºÏÆº
TZ12	4269.8201	86.147	-54.972	4.229	4.499	6.785	Ps11	»ìºÏÆº
TZ12	4269.9451	85.292	-55.705	4.188	4.473	6.397	Ps11	»ìºÏÆº
TZ12	4270.0701	85.496	-56.396	4.182	4.458	6.491	Ps11	»ìºÏÆº
TZ12	4270.1951	84.847	-56.861	4.163	4.485	6.57	Ps11	»ìºÏÆº
TZ12	4270.3201	86.531	-57.343	4.235	4.548	6.555	Ps11	»ìºÏÆº
TZ12	4270.4451	86.474	-57.956	4.287	4.593	6.149	Ps11	»ìºÏÆº
TZ12	4270.5701	84.557	-58.741	4.307	4.627	7.803	Ps11	»ìºÏÆº
TZ12	4270.6951	82.828	-59.596	4.342	4.684	6.248	Ps11	»ìºÏÆº
TZ12	4270.8201	79.555	-59.903	4.359	4.706	5.605	Ps11	»ìºÏÆº
TZ12	4270.9451	79.911	-60.074	4.365	4.762	6.268	Ps11	»ìºÏÆº
TZ12	4271.0701	77.504	-60.108	4.564	4.995	6.189	Ps11	»ìºÏÆº
TZ12	4271.1951	73.181	-60.001	4.865	5.319	9.351	Ps11	»ìºÏÆº
TZ12	4271.3201	68.078	-59.957	5.152	5.624	13.174	Ps11	»ìºÏÆº
TZ12	4271.4451	61.699	-60.433	5.375	5.849	7.985	Ps11	»ìºÏÆº
TZ12	4271.5701	55.604	-60.126	5.687	6.162	8.101	Ps11	»ìºÏÆº
TZ12	4271.6951	52.347	-59.858	5.963	6.441	7.944	Ps11	»ìºÏÆº
TZ12	4271.8201	48.956	-59.323	6.739	7.247	8.43	Ps11	»ìºÏÆº
TZ12	4271.9451	46.845	-58.579	8.172	8.801	9.271	Ps11	»ìºÏÆº
TZ12	4272.0701	48.189	-57.797	10.038	10.875	16.048	Ps11	»ìºÏÆº
TZ12	4272.1951	49.121	-56.771	11.43	12.225	20.959	Ps11	»ìºÏÆº
TZ12	4272.3201	54.927	-55.417	10.202	11.108	29.53	Ps11	»ìºÏÆº
TZ12	4272.4451	62.039	-53.927	8.581	9.593	21.378	Ps11	»ìºÏÆº
TZ12	4272.5701	69.744	-52.953	7.407	8.45	9.38	Ps11	»ìºÏÆº
TZ12	4272.6951	77.65	-52.581	6.839	7.83	7.949	Ps11	»ìºÏÆº
TZ12	4272.8201	85.279	-52.198	6.445	7.364	9.213	Ps11	»ìºÏÆº
TZ12	4272.9451	89.063	-52.454	7.237	8.174	9.678	Ps11	»ìºÏÆº
TZ12	4273.0701	87.888	-52.541	8.038	9.16	7.788	Ps11	»ìºÏÆº
TZ12	4273.1951	80.917	-52.192	8.653	9.977	8.168	Ps11	»ìºÏÆº
TZ12	4273.3201	70.458	-51.685	9.256	10.756	15.589	Ps11	»ìºÏÆº
TZ12	4273.4451	60.417	-51.389	10.123	11.771	12.397	Ps11	»ìºÏÆº
TZ12	4273.5701	55.527	-51.287	11.402	13.175	14.245	Ps11	»ìºÏÆº
TZ12	4273.6951	53.851	-51.136	11.635	13.363	12.838	Ps11	»ìºÏÆº
TZ12	4273.8201	55.002	-50.834	10.406	11.99	24.792	Ps11	»ìºÏÆº
TZ12	4273.9451	58.398	-50.539	8.617	9.97	15.363	Ps11	»ìºÏÆº
TZ12	4274.0701	63.1	-50.309	7.011	8.107	7.38	Ps11	»ìºÏÆº
TZ12	4274.1951	68.185	-50.055	5.946	6.851	6.629	Ps11	»ìºÏÆº
TZ12	4274.3201	75.51	-49.491	5.112	5.824	7.413	Ps11	»ìºÏÆº
TZ12	4274.4451	79.891	-48.863	5.094	5.754	10.508	Ps11	»ìºÏÆº
TZ12	4274.5701	85.309	-48.318	5.628	6.315	8.804	Ps11	»ìºÏÆº
TZ12	4274.6951	89.231	-47.663	6.286	6.985	7.989	Ps11	»ìºÏÆº
TZ12	4274.8201	89.749	-46.805	6.72	7.353	11.569	Ps11	»ìºÏÆº
TZ12	4274.9451	90.733	-46.113	6.915	7.443	12.496	Ps11	»ìºÏÆº
TZ12	4275.0701	97.174	-45.272	7.057	7.571	13.981	Ps11	»ìºÏÆº
TZ12	4275.1951	102.131	-44.62	6.58	7.086	2.504	Ps11	»ìºÏÆº
TZ12	4275.3201	106.724	-44.398	5.916	6.359	2.548	Ps11	»ìºÏÆº
TZ12	4275.4451	107.89	-44.308	5.44	5.804	8.585	Ps11	»ìºÏÆº
TZ12	4275.5701	101.311	-43.858	5.337	5.691	7.618	Ps11	»ìºÏÆº
TZ12	4275.6951	96.029	-44.012	5.164	5.49	7.716	Ps11	»ìºÏÆº
TZ12	4275.8201	90.175	-44.076	5.05	5.361	8.646	Ps11	»ìºÏÆº
TZ12	4275.9451	88.696	-44.06	5.182	5.463	8.688	Ps11	»ìºÏÆº
TZ12	4276.0701	89.075	-44.211	5.404	5.676	8.195	Ps11	»ìºÏÆº
TZ12	4276.1951	88.707	-44.61	5.536	5.82	7.616	Ps11	»ìºÏÆº
TZ12	4276.3201	87.936	-44.968	5.512	5.747	11.736	Ps11	»ìºÏÆº
TZ12	4276.4451	85.893	-44.995	5.778	5.949	12.675	Ps11	»ìºÏÆº
TZ12	4276.5701	85.998	-45.48	5.96	6.126	8.635	Ps11	»ìºÏÆº
TZ12	4276.6951	87.201	-46.267	5.868	6.054	10.139	Ps11	»ìºÏÆº
TZ12	4276.8201	87.306	-46.989	5.663	5.866	10.773	Ps11	»ìºÏÆº
TZ12	4276.9451	84.963	-47.36	5.601	5.807	7.404	Ps11	»ìºÏÆº
TZ12	4277.0701	85.678	-47.999	5.384	5.623	7.98	Ps11	»ìºÏÆº
TZ12	4277.1951	85.242	-47.878	5.39	5.603	7.937	Ps11	»ìºÏÆº
TZ12	4277.3201	85.167	-48.023	5.531	5.763	6.497	Ps11	»ìºÏÆº
TZ12	4277.4451	84.82	-48.307	5.734	6	7.432	Ps11	»ìºÏÆº
TZ12	4277.5701	83.194	-48.557	5.9	6.184	7.297	Ps11	»ìºÏÆº
TZ12	4277.6951	79.621	-48.766	5.913	6.194	8.495	Ps11	»ìºÏÆº
TZ12	4277.8201	84.23	-48.203	5.736	6.002	9.844	Ps11	»ìºÏÆº
TZ12	4277.9451	86.374	-47.763	5.528	5.809	9.156	Ps11	»ìºÏÆº
TZ12	4278.0701	91.752	-47.368	5.254	5.566	8.224	Ps11	»ìºÏÆº
TZ12	4278.1951	95.213	-47.049	5.023	5.344	8.908	Ps11	»ìºÏÆº
TZ12	4278.3201	91.099	-46.867	4.985	5.264	8.095	Ps11	»ìºÏÆº
TZ12	4278.4451	89.248	-46.815	5.22	5.457	8.256	Ps11	»ìºÏÆº
TZ12	4278.5701	84.554	-46.122	5.73	5.949	9.775	Ps11	»ìºÏÆº
TZ12	4278.6951	83.348	-45.76	5.904	6.12	9.399	Ps11	»ìºÏÆº
TZ12	4278.8201	85.697	-45.568	5.766	5.998	11.842	Ps11	»ìºÏÆº
TZ12	4278.9451	91.915	-45.459	5.603	5.872	5.15	Ps11	»ìºÏÆº
TZ12	4279.0701	102.924	-45.57	5.823	6.144	0.851	Ps11	»ìºÏÆº
TZ12	4279.1951	115.524	-46.288	5.809	6.189	5.475	Ps11	»ìºÏÆº
TZ12	4279.3201	122.609	-47.326	5.963	6.362	9.569	Ps11	»ìºÏÆº
TZ12	4279.4451	118.662	-48.538	6.372	6.931	9.106	Ps11	»ìºÏÆº
TZ12	4279.5701	107.874	-49.921	6.517	7.258	9.889	Ps11	»ìºÏÆº
TZ12	4279.6951	96.475	-51.373	6.052	6.847	9.384	Ps11	»ìºÏÆº
TZ12	4279.8201	86.45	-52.424	5.618	6.4	5.911	Ps11	»ìºÏÆº
TZ12	4279.9451	87.811	-53.279	4.977	5.717	5.936	Ps11	»ìºÏÆº
TZ12	4280.0701	86.871	-54.2	4.747	5.493	5.784	Ps11	³±Ï«Í¨µÀ
TZ12	4280.1951	83.061	-55.108	4.907	5.673	5.071	Ps11	³±Ï«Í¨µÀ
TZ12	4280.3201	75.868	-55.895	5.361	6.171	2.188	Ps11	³±Ï«Í¨µÀ
TZ12	4280.4451	65.224	-56.448	5.986	6.91	7.313	Ps11	³±Ï«Í¨µÀ
TZ12	4280.5701	59.486	-56.576	6.662	7.673	9.255	Ps11	³±Ï«Í¨µÀ
TZ12	4280.6951	55.45	-56.462	7.339	8.557	12.992	Ps11	³±Ï«Í¨µÀ
TZ12	4280.8201	55.951	-56.735	8.118	9.554	11.257	Ps11	³±Ï«Í¨µÀ
TZ12	4280.9451	57.204	-57.085	8.697	10.259	9.792	Ps11	³±Ï«Í¨µÀ
TZ12	4281.0701	57.347	-57.114	8.899	10.476	13.974	Ps11	³±Ï«Í¨µÀ
TZ12	4281.1951	61.947	-56.755	9.019	10.619	13.895	Ps11	³±Ï«Í¨µÀ
TZ12	4281.3201	59.514	-56.144	9.444	11.074	10.233	Ps11	³±Ï«Í¨µÀ
TZ12	4281.4451	60.507	-55.508	9.548	11.193	11.268	Ps11	³±Ï«Í¨µÀ
TZ12	4281.5701	58.335	-54.267	9.987	11.612	9.006	Ps11	³±Ï«Í¨µÀ
TZ12	4281.6951	54.108	-52.641	10.866	12.504	11.189	Ps11	³±Ï«Í¨µÀ
TZ12	4281.8201	52.987	-51.276	11.669	13.41	21.928	Ps11	³±Ï«Í¨µÀ
TZ12	4281.9451	51.726	-50.072	10.547	12.087	23.941	Ps11	³±Ï«Í¨µÀ
TZ12	4282.0701	61.079	-49.232	8.845	10.07	22.02	Ps11	»ìºÏÆº
TZ12	4282.1951	69.434	-48.574	7.27	8.346	9.765	Ps11	»ìºÏÆº
TZ12	4282.3201	79.046	-48.019	6.229	7.272	8.474	Ps11	»ìºÏÆº
TZ12	4282.4451	88.075	-47.489	5.885	6.927	9.106	Ps11	»ìºÏÆº
TZ12	4282.5701	85.28	-46.893	6.092	7.136	14.806	Ps11	»ìºÏÆº
TZ12	4282.6951	93.064	-45.74	6.706	7.756	16.033	Ps11	»ìºÏÆº
TZ12	4282.8201	96.649	-44.911	7.194	8.292	11.774	Ps11	»ìºÏÆº
TZ12	4282.9451	104.592	-44.491	7.278	8.385	9.639	Ps11	»ìºÏÆº
TZ12	4283.0701	114.48	-44.348	6.929	7.962	8.752	Ps11	»ìºÏÆº
TZ12	4283.1951	119.59	-44.288	6.317	7.197	9.358	Ps11	»ìºÏÆº
TZ12	4283.3201	119.32	-44.341	5.837	6.609	10.257	Ps11	»ìºÏÆº
TZ12	4283.4451	111.94	-44.954	5.537	6.328	10.417	Ps11	»ìºÏÆº
TZ12	4283.5701	103.072	-45.585	5.31	6.063	8.469	Ps11	»ìºÏÆº
TZ12	4283.6951	93.849	-46.053	5.189	5.897	7.865	Ps11	»ìºÏÆº
TZ12	4283.8201	86.761	-46.374	5.282	5.989	7.728	Ps11	»ìºÏÆº
TZ12	4283.9451	85.717	-46.718	5.741	6.509	7.221	Ps11	»ìºÏÆº
TZ12	4284.0701	81.677	-46.692	6.45	7.296	9.484	Ps11	»ìºÏÆº
TZ12	4284.1951	82.575	-46.792	7.371	8.266	9.407	Ps11	»ìºÏÆº
